transaction_id,transaction_date,customer_id,product_id,quantity
TRANS002428,2024-02-03,CUST0378,PROD039,1.0
TRANS002429,2024-03-26,CUST0755,PROD032,1.0
TRANS002430,2024-03-03,CUST0655,PROD026,4.0
TRANS002431,2024-03-08,CUST0041,PROD017,1.0
TRANS002432,2024-03-22,CUST0935,PROD048,2.0
TRANS002433,2024-02-10,CUST0770,PROD027,3.0
TRANS002434,2024-03-17,CUST0959,PROD024,3.0
TRANS002435,2024-02-19,CUST0797,PROD035,1.0
TRANS002436,2024-03-19,CUST0105,PROD046,4.0
TRANS002437,2024-02-20,CUST0202,PROD042,1.0
TRANS002438,2024-03-16,CUST0450,PROD039,4.0
TRANS002439,2024-01-15,CUST0819,PROD026,2.0
TRANS002440,2024-02-14,CUST0843,PROD049,3.0
TRANS002441,2024-02-15,CUST0973,PROD038,2.0
TRANS002442,2024-02-28,CUST0266,PROD023,3.0
TRANS002443,2024-03-20,CUST0910,PROD022,2.0
TRANS002444,2024-01-23,CUST0210,PROD004,1.0
TRANS002445,2024-03-27,CUST0563,PROD049,2.0
TRANS002446,2024-03-31,CUST0118,PROD009,2.0
TRANS002447,2024-02-08,CUST0713,PROD004,1.0
TRANS002448,2024-03-19,CUST0377,PROD007,3.0
TRANS002449,2024-03-16,CUST0551,PROD023,3.0
TRANS002450,2024-01-11,CUST0540,PROD002,1.0
TRANS002451,2024-03-27,CUST0771,PROD049,2.0
TRANS002452,2024-01-18,CUST0084,PROD024,2.0
TRANS002453,2024-02-10,CUST0454,PROD040,2.0
TRANS002454,2024-01-16,CUST0667,PROD031,4.0
TRANS002455,2024-01-31,CUST0629,PROD047,3.0
TRANS002456,2024-02-09,CUST0514,PROD031,2.0
TRANS002457,2024-01-15,CUST0605,PROD047,3.0
TRANS002458,2024-01-24,CUST0678,PROD040,2.0
TRANS002459,2024-02-17,CUST0387,PROD048,1.0
TRANS002460,2024-03-29,CUST0912,PROD043,1.0
TRANS002461,2024-01-19,CUST0350,PROD034,3.0
TRANS002462,2024-03-06,CUST0296,PROD024,3.0
TRANS002463,2024-02-19,CUST0258,PROD049,1.0
TRANS002464,2024-02-23,CUST0081,PROD026,4.0
TRANS002465,2024-03-17,CUST0937,PROD016,1.0
TRANS002466,2024-01-18,CUST0268,PROD047,2.0
TRANS002467,2024-03-14,CUST0419,PROD013,4.0
TRANS002468,2024-02-19,CUST0235,PROD015,1.0
TRANS002469,2024-02-24,CUST0833,PROD027,4.0
TRANS002470,2024-01-24,CUST0311,PROD004,4.0
TRANS002471,2024-03-03,CUST0813,PROD016,4.0
TRANS002472,2024-03-22,CUST0975,PROD030,3.0
TRANS002473,2024-03-09,CUST0986,PROD044,1.0
TRANS002474,2024-03-29,CUST0357,PROD030,3.0
TRANS002475,2024-03-23,CUST0213,PROD036,3.0
TRANS002476,2024-01-23,CUST0574,PROD003,2.0
TRANS002477,2024-03-12,CUST0049,PROD022,2.0
TRANS002478,2024-01-22,CUST0127,PROD049,4.0
TRANS002479,2024-03-03,CUST0223,PROD022,4.0
TRANS002480,2024-02-06,CUST0921,PROD050,2.0
TRANS002481,2024-01-18,CUST0279,PROD050,2.0
TRANS002482,2024-01-24,CUST0408,PROD049,1.0
TRANS002483,2024-02-10,CUST0505,PROD012,4.0
TRANS002484,2024-02-27,CUST0294,PROD021,4.0
TRANS002485,2024-03-20,CUST0796,PROD004,2.0
TRANS002486,2024-01-07,CUST0277,PROD031,1.0
TRANS002487,2024-02-15,CUST0438,PROD044,2.0
TRANS002488,2024-01-02,CUST0107,PROD031,2.0
TRANS002489,2024-03-03,CUST0658,PROD023,3.0
TRANS002490,2024-01-18,CUST0420,PROD020,4.0
TRANS002491,2024-01-25,CUST0611,PROD015,1.0
TRANS002492,2024-02-19,CUST0429,PROD023,3.0
TRANS002493,2024-03-12,CUST0375,PROD028,4.0
TRANS002494,2024-03-05,CUST0073,PROD016,2.0
TRANS002495,2024-03-24,CUST0949,PROD037,1.0
TRANS002496,2024-03-04,CUST0998,PROD021,4.0
TRANS002497,2024-02-22,CUST0634,PROD015,2.0
TRANS002498,2024-03-28,CUST0030,PROD017,3.0
TRANS002499,2024-03-03,CUST0188,PROD050,1.0
TRANS002500,2024-02-23,CUST0364,PROD037,4.0
TRANS002501,2024-03-31,CUST0866,PROD013,3.0
TRANS002502,2024-02-26,CUST0800,PROD019,2.0
TRANS002503,2024-03-03,CUST0451,PROD030,2.0
TRANS002504,2024-01-22,CUST0195,PROD045,4.0
TRANS002505,2024-01-11,CUST0156,PROD018,2.0
TRANS002506,2024-03-13,CUST0172,PROD014,1.0
TRANS002507,2024-01-04,CUST0847,PROD036,4.0
TRANS002508,2024-01-29,CUST0041,PROD036,3.0
TRANS002509,,CUST0063,PROD020,4.0
TRANS002510,2024-01-05,CUST0023,PROD019,4.0
TRANS002511,2024-02-05,CUST0360,PROD045,3.0
TRANS002512,2024-01-29,CUST0075,PROD044,2.0
TRANS002513,2024-03-09,CUST0560,PROD007,3.0
TRANS002514,2024-02-06,CUST0672,PROD044,1.0
TRANS002515,2024-01-22,CUST0825,PROD004,2.0
TRANS002516,2024-02-28,CUST0118,PROD034,4.0
TRANS002517,2024-03-13,CUST0612,PROD002,2.0
TRANS002518,2024-03-04,CUST0380,PROD005,2.0
TRANS002519,2024-03-11,CUST0929,PROD010,1.0
TRANS002520,2024-03-06,CUST0920,PROD032,2.0
TRANS002521,2024-01-15,CUST0679,PROD042,2.0
TRANS002522,2024-03-14,CUST0290,PROD041,2.0
TRANS002523,2024-01-15,CUST0440,PROD013,4.0
TRANS002524,2024-02-04,CUST0668,PROD039,2.0
TRANS002525,2024-03-10,CUST0933,PROD005,3.0
TRANS002526,2024-02-16,CUST0007,PROD010,2.0
TRANS002527,2024-03-10,CUST0196,PROD010,1.0
TRANS002528,2024-01-06,CUST0421,PROD038,2.0
TRANS002529,2024-02-26,CUST0568,PROD027,2.0
TRANS002530,2024-03-10,CUST0833,PROD021,4.0
TRANS002531,2024-01-28,CUST0193,PROD008,3.0
TRANS002532,2024-02-24,CUST0559,PROD001,2.0
TRANS002533,2024-01-14,CUST0148,PROD028,3.0
TRANS002534,2024-03-24,CUST0787,PROD049,1.0
TRANS002535,2024-02-01,CUST0669,PROD039,4.0
TRANS002536,2024-02-08,CUST0202,PROD014,3.0
TRANS002537,2024-01-05,CUST0444,PROD021,4.0
TRANS002538,2024-02-27,CUST0914,PROD030,2.0
TRANS002539,2024-02-03,CUST0988,PROD021,1.0
TRANS002540,2024-02-14,CUST0419,PROD049,4.0
TRANS002541,2024-01-12,CUST0427,PROD009,2.0
TRANS002542,2024-02-26,CUST0479,PROD017,3.0
TRANS002543,2024-01-16,CUST0475,PROD005,1.0
TRANS002544,2024-01-31,CUST0126,PROD031,1.0
TRANS002545,2024-01-27,CUST0395,PROD040,3.0
TRANS002546,2024-03-16,CUST0817,PROD038,3.0
TRANS002547,2024-03-29,CUST0881,PROD043,1.0
TRANS002548,2024-02-14,CUST0806,PROD019,4.0
TRANS002549,2024-03-31,CUST0576,PROD036,1.0
TRANS002550,2024-03-19,CUST0325,PROD050,3.0
TRANS002551,2024-03-21,CUST0392,PROD033,4.0
TRANS002552,2024-02-24,CUST0930,PROD013,2.0
TRANS002553,2024-01-22,CUST0688,PROD014,1.0
TRANS002554,2024-03-19,CUST0628,PROD033,3.0
TRANS002555,2024-01-18,CUST0440,PROD029,2.0
TRANS002556,2024-01-27,CUST0204,PROD043,1.0
TRANS002557,2024-01-27,CUST0486,PROD049,1.0
TRANS002558,2024-01-08,CUST0833,PROD036,4.0
TRANS002559,2024-03-13,CUST0031,PROD044,3.0
TRANS002560,2024-02-14,CUST0388,PROD010,2.0
TRANS002561,2024-03-09,CUST0625,PROD031,1.0
TRANS002562,2024-02-05,CUST0877,PROD006,4.0
TRANS002563,2024-03-17,CUST0434,PROD001,2.0
TRANS002564,2024-03-09,CUST0837,PROD007,2.0
TRANS002565,2024-01-22,CUST0926,PROD027,1.0
TRANS002566,2024-02-11,CUST0376,PROD021,2.0
TRANS002567,2024-03-31,CUST0344,PROD028,1.0
TRANS002568,2024-02-07,CUST0443,PROD016,4.0
TRANS002569,2024-02-07,CUST0579,PROD046,4.0
TRANS002570,2024-03-14,CUST0075,PROD023,2.0
TRANS002571,2024-02-04,CUST0557,PROD020,1.0
TRANS002572,2024-03-06,CUST0772,PROD038,3.0
TRANS002573,2024-03-27,CUST0666,PROD025,4.0
TRANS002574,2024-01-13,CUST0155,PROD028,1.0
TRANS002575,2024-01-18,CUST0430,PROD005,1.0
TRANS002576,2024-02-22,CUST0363,PROD021,1.0
TRANS002577,2024-01-08,CUST0448,PROD018,2.0
TRANS002578,2024-02-05,CUST0987,PROD047,3.0
TRANS002579,2024-03-24,CUST0234,PROD006,2.0
TRANS002580,2024-01-17,CUST0563,PROD029,4.0
TRANS002581,2024-03-30,CUST0818,PROD019,2.0
TRANS002582,2024-01-17,CUST0262,PROD033,1.0
TRANS002583,2024-02-01,CUST0827,PROD001,2.0
TRANS002584,2024-01-19,CUST0125,PROD045,1.0
TRANS002585,2024-02-11,CUST0911,PROD003,3.0
TRANS002586,2024-02-01,CUST0245,PROD042,2.0
TRANS002587,2024-03-27,CUST0542,PROD021,2.0
TRANS002588,2024-02-20,CUST0938,PROD035,2.0
TRANS002589,2024-03-03,CUST0485,PROD041,1.0
TRANS002590,2024-01-19,CUST0122,PROD040,1.0
TRANS002591,2024-03-14,CUST0125,PROD003,2.0
TRANS002592,2024-03-21,CUST0549,PROD025,2.0
TRANS002593,2024-02-04,CUST0170,PROD045,3.0
TRANS002594,2024-03-21,CUST0124,PROD038,3.0
TRANS002595,2024-02-23,CUST0869,PROD045,4.0
TRANS002596,2024-02-18,CUST0035,PROD020,3.0
TRANS002597,2024-02-27,CUST0087,PROD044,3.0
TRANS002598,2024-01-10,CUST0646,PROD045,3.0
TRANS002599,2024-03-22,CUST0708,PROD034,1.0
TRANS002600,2024-01-12,CUST0786,PROD021,3.0
TRANS002601,2024-02-21,CUST0201,PROD048,3.0
TRANS002602,2024-03-06,CUST0369,PROD023,2.0
TRANS002603,2024-02-05,CUST0797,PROD006,1.0
TRANS002604,2024-03-29,CUST0077,PROD013,4.0
TRANS002605,2024-02-17,CUST0059,PROD049,4.0
TRANS002606,2024-02-28,CUST0431,PROD023,3.0
TRANS002607,2024-03-03,CUST0638,PROD009,4.0
TRANS002608,2024-02-11,CUST0500,PROD017,4.0
TRANS002609,2024-03-15,CUST0913,PROD002,4.0
TRANS002610,2024-01-01,CUST0109,PROD019,3.0
TRANS002611,2024-01-12,CUST0736,PROD019,4.0
TRANS002612,2024-02-28,CUST0278,PROD007,3.0
TRANS002613,2024-03-22,CUST0068,PROD042,2.0
TRANS002614,2024-03-26,CUST0069,PROD042,2.0
TRANS002615,2024-03-30,CUST0165,PROD020,4.0
TRANS002616,2024-02-15,CUST0489,PROD009,2.0
TRANS002617,2024-01-09,CUST0305,PROD017,3.0
TRANS002618,2024-03-09,CUST0909,PROD027,2.0
TRANS002619,2024-02-20,CUST0674,PROD047,4.0
TRANS002620,2024-01-28,CUST0365,PROD002,3.0
TRANS002621,2024-02-24,CUST0854,PROD036,1.0
TRANS002622,2024-01-28,CUST0821,PROD019,3.0
TRANS002623,2024-03-04,CUST0379,PROD017,2.0
TRANS002624,2024-02-04,CUST0343,PROD005,1.0
TRANS002625,2024-02-11,CUST0947,PROD039,3.0
TRANS002626,2024-02-06,CUST0899,PROD018,1.0
TRANS002627,2024-02-13,CUST0554,PROD007,1.0
TRANS002628,2024-03-11,CUST0354,PROD017,1.0
TRANS002629,2024-03-14,CUST0416,PROD039,3.0
TRANS002630,2024-01-17,CUST0109,PROD036,2.0
TRANS002631,2024-03-13,CUST0563,PROD040,3.0
TRANS002632,2024-03-03,CUST0762,PROD045,2.0
TRANS002633,2024-02-13,CUST0497,PROD004,3.0
TRANS002634,2024-03-28,CUST0341,PROD038,3.0
TRANS002635,2024-01-07,CUST0942,PROD025,3.0
TRANS002636,2024-01-06,CUST0383,PROD005,2.0
TRANS002637,2024-01-13,CUST0533,PROD030,3.0
TRANS002638,2024-03-21,CUST0300,PROD012,1.0
TRANS002639,2024-02-28,CUST0139,PROD004,3.0
TRANS002640,2024-01-03,CUST0359,PROD024,1.0
TRANS002641,2024-01-16,CUST0836,PROD029,
TRANS002642,2024-01-21,CUST0499,PROD009,4.0
TRANS002643,2024-02-26,CUST0385,PROD004,2.0
TRANS002644,2024-02-28,CUST0604,PROD024,2.0
TRANS002645,2024-01-01,CUST0959,PROD014,4.0
TRANS002646,2024-02-24,CUST0280,PROD005,
TRANS002647,2024-01-26,CUST0637,PROD018,3.0
TRANS002648,2024-03-29,CUST0483,PROD042,3.0
TRANS002649,2024-01-17,CUST0909,PROD019,4.0
TRANS002650,2024-03-24,CUST0111,PROD012,1.0
TRANS002651,2024-02-08,CUST0866,PROD018,2.0
TRANS002652,2024-01-21,CUST0139,PROD017,1.0
TRANS002653,2024-02-05,CUST0996,PROD030,4.0
TRANS002654,2024-01-12,CUST0435,PROD024,1.0
TRANS002655,2024-03-24,CUST0509,PROD011,3.0
TRANS002656,2024-02-16,CUST0273,PROD035,3.0
TRANS002657,2024-02-02,CUST0099,PROD023,1.0
TRANS002658,2024-01-11,CUST0764,PROD017,4.0
TRANS002659,2024-02-17,CUST0850,PROD001,1.0
TRANS002660,2024-03-26,CUST0104,PROD015,3.0
TRANS002661,2024-03-24,CUST0214,PROD032,3.0
TRANS002662,2024-01-22,CUST0761,PROD009,4.0
TRANS002663,2024-01-07,CUST0664,PROD015,1.0
TRANS002664,2024-02-20,CUST0762,PROD028,3.0
TRANS002665,2024-03-21,CUST0787,PROD024,3.0
TRANS002666,2024-02-09,CUST0165,PROD035,1.0
TRANS002667,2024-03-30,CUST0999,PROD022,1.0
TRANS002668,2024-01-30,CUST0853,PROD027,2.0
TRANS002669,2024-02-24,CUST0520,PROD019,4.0
TRANS002670,2024-03-24,CUST0284,PROD045,4.0
TRANS002671,2024-01-12,CUST0517,PROD012,1.0
TRANS002672,2024-03-31,CUST0657,PROD020,4.0
TRANS002673,2024-01-13,CUST0613,PROD001,3.0
TRANS002674,2024-01-01,CUST0164,PROD021,1.0
TRANS002675,2024-01-28,CUST0886,PROD049,1.0
TRANS002676,2024-03-02,CUST0659,PROD045,1.0
TRANS002677,2024-01-10,CUST0064,PROD001,2.0
TRANS002678,2024-01-17,CUST0091,PROD010,4.0
TRANS002679,,CUST0117,PROD047,2.0
TRANS002680,2024-01-29,CUST0866,PROD032,3.0
TRANS002681,2024-03-07,CUST0267,PROD039,4.0
TRANS002682,2024-03-28,CUST0822,PROD022,2.0
TRANS002683,2024-02-26,CUST0685,PROD018,1.0
TRANS002684,2024-01-02,CUST0559,PROD048,2.0
TRANS002685,2024-01-02,CUST0140,PROD046,
TRANS002686,2024-03-30,CUST0246,PROD032,2.0
TRANS002687,2024-02-13,CUST0661,PROD027,2.0
TRANS002688,2024-01-16,CUST0758,PROD028,2.0
TRANS002689,2024-02-24,CUST0395,PROD018,1.0
TRANS002690,2024-03-29,CUST0487,PROD039,2.0
TRANS002691,2024-01-17,CUST0476,PROD049,4.0
TRANS002692,2024-03-02,CUST0517,PROD029,4.0
TRANS002693,2024-01-10,CUST0977,PROD018,4.0
TRANS002694,2024-01-30,CUST0184,PROD044,1.0
TRANS002695,2024-02-19,CUST0020,PROD008,1.0
TRANS002696,2024-01-12,CUST0937,PROD031,4.0
TRANS002697,2024-01-14,CUST0558,PROD034,4.0
TRANS002698,2024-01-14,CUST0524,PROD007,4.0
TRANS002699,2024-02-10,CUST0582,PROD036,3.0
TRANS002700,2024-02-17,CUST0529,PROD018,4.0
TRANS002701,2024-02-08,CUST0883,PROD038,2.0
TRANS002702,2024-01-18,CUST0147,PROD009,3.0
TRANS002703,2024-02-18,CUST0666,PROD009,3.0
TRANS002704,2024-01-18,CUST0304,PROD046,1.0
TRANS002705,2024-03-23,CUST0620,PROD008,2.0
TRANS002706,2024-03-27,CUST0748,PROD035,1.0
TRANS002707,2024-01-19,CUST0820,PROD018,1.0
TRANS002708,2024-01-09,CUST0864,PROD005,2.0
TRANS002709,2024-03-08,CUST0582,PROD014,1.0
TRANS002710,2024-03-13,CUST0695,PROD028,2.0
TRANS002711,2024-01-02,CUST0762,PROD030,2.0
TRANS002712,2024-03-19,CUST0228,PROD004,1.0
TRANS002713,2024-03-24,CUST0102,PROD039,4.0
TRANS002714,2024-01-22,CUST0587,PROD020,1.0
TRANS002715,2024-02-26,CUST0417,PROD025,3.0
TRANS002716,2024-02-14,CUST0958,PROD028,1.0
TRANS002717,,CUST0216,PROD012,2.0
TRANS002718,2024-03-21,CUST0407,PROD002,3.0
TRANS002719,2024-01-20,CUST0399,PROD043,2.0
TRANS002720,2024-02-22,CUST0923,PROD014,4.0
TRANS002721,2024-03-19,CUST0715,PROD022,4.0
TRANS002722,2024-03-28,CUST0704,PROD031,3.0
TRANS002723,2024-02-26,CUST0761,PROD023,4.0
TRANS002724,2024-01-28,CUST0499,PROD048,4.0
TRANS002725,2024-01-12,CUST0754,PROD020,1.0
TRANS002726,2024-01-13,CUST0465,PROD038,1.0
TRANS002727,2024-01-18,CUST0691,PROD004,4.0
TRANS002728,2024-01-16,CUST0949,PROD015,4.0
TRANS002729,2024-03-16,CUST0974,PROD024,1.0
TRANS002730,2024-02-19,CUST0731,PROD025,4.0
TRANS002731,2024-02-14,CUST0082,PROD001,4.0
TRANS002732,2024-02-24,CUST0604,PROD007,2.0
TRANS002733,2024-02-10,CUST0947,PROD031,4.0
TRANS002734,2024-01-18,CUST0687,PROD012,3.0
TRANS002735,2024-02-01,CUST0751,PROD042,2.0
TRANS002736,2024-02-05,CUST0772,PROD005,3.0
TRANS002737,2024-03-23,CUST0903,PROD044,4.0
TRANS002738,2024-01-11,CUST0365,PROD050,1.0
TRANS002739,2024-02-01,CUST0163,PROD042,2.0
TRANS002740,2024-03-11,CUST0048,PROD038,1.0
TRANS002741,2024-03-17,CUST0511,PROD012,2.0
TRANS002742,2024-03-17,CUST0329,PROD039,1.0
TRANS002743,2024-03-18,CUST0840,PROD018,2.0
TRANS002744,2024-02-06,CUST0116,PROD002,2.0
TRANS002745,2024-03-29,CUST0941,PROD010,3.0
TRANS002746,2024-01-04,CUST0849,PROD015,1.0
TRANS002747,2024-03-25,CUST0337,PROD030,3.0
TRANS002748,2024-02-08,CUST0881,PROD044,3.0
TRANS002749,2024-01-27,CUST0737,PROD017,1.0
TRANS002750,2024-03-07,CUST0864,PROD004,2.0
TRANS002751,2024-03-18,CUST0840,PROD007,3.0
TRANS002752,2024-03-06,CUST0147,PROD041,1.0
TRANS002753,2024-01-25,CUST0575,PROD031,2.0
TRANS002754,2024-02-20,CUST0806,PROD039,3.0
TRANS002755,2024-02-07,CUST0323,PROD034,3.0
TRANS002756,2024-03-23,CUST0443,PROD006,3.0
TRANS002757,2024-01-07,CUST0837,PROD050,2.0
TRANS002758,2024-01-31,CUST0013,PROD038,3.0
TRANS002759,2024-03-04,CUST0943,PROD045,2.0
TRANS002760,2024-02-19,CUST0494,PROD034,4.0
TRANS002761,2024-01-15,CUST0701,PROD044,3.0
TRANS002762,2024-01-31,CUST0287,PROD015,4.0
TRANS002763,2024-03-04,CUST0720,PROD014,1.0
TRANS002764,2024-03-22,CUST0114,PROD006,3.0
TRANS002765,2024-03-17,CUST0480,PROD050,1.0
TRANS002766,2024-01-10,CUST0022,PROD037,1.0
TRANS002767,2024-03-08,CUST0349,PROD050,1.0
TRANS002768,2024-01-02,CUST0726,PROD032,4.0
TRANS002769,2024-02-16,CUST0683,PROD003,2.0
TRANS002770,2024-02-10,CUST0835,PROD003,4.0
TRANS002771,2024-01-17,CUST0566,PROD022,4.0
TRANS002772,2024-02-19,CUST0906,PROD022,1.0
TRANS002773,2024-03-13,CUST0810,PROD010,3.0
TRANS002774,2024-02-23,CUST0320,PROD003,2.0
TRANS002775,2024-02-16,CUST0126,PROD012,1.0
TRANS002776,2024-03-10,CUST0277,PROD029,2.0
TRANS002777,,CUST0976,PROD048,4.0
TRANS002778,2024-01-23,CUST0204,PROD017,2.0
TRANS002779,2024-03-01,CUST0194,PROD007,2.0
TRANS002780,2024-01-10,CUST0681,PROD013,3.0
TRANS002781,2024-01-03,CUST0664,PROD002,1.0
TRANS002782,2024-03-16,CUST0547,PROD004,2.0
TRANS002783,2024-01-09,CUST0696,PROD010,2.0
TRANS002784,2024-01-02,CUST0286,PROD039,4.0
TRANS002785,2024-02-03,CUST0057,PROD024,4.0
TRANS002786,2024-01-28,CUST0734,PROD017,2.0
TRANS002787,,CUST0303,PROD006,1.0
TRANS002788,2024-01-08,CUST0163,PROD019,2.0
TRANS002789,2024-02-20,CUST0019,PROD005,2.0
TRANS002790,2024-03-05,CUST0370,PROD032,3.0
TRANS002791,2024-02-06,CUST0264,PROD010,1.0
TRANS002792,2024-03-21,CUST0794,PROD009,3.0
TRANS002793,2024-03-05,CUST0113,PROD027,1.0
TRANS002794,2024-02-23,CUST0488,PROD013,1.0
TRANS002795,2024-02-24,CUST0327,PROD019,1.0
TRANS002796,2024-03-30,CUST0542,PROD021,3.0
TRANS002797,2024-02-21,CUST0647,PROD024,
TRANS002798,2024-01-11,CUST0579,PROD038,3.0
TRANS002799,2024-03-22,CUST0065,PROD004,4.0
TRANS002800,2024-03-09,CUST0292,PROD024,3.0
TRANS002801,2024-03-09,CUST0025,PROD035,4.0
TRANS002802,2024-03-19,CUST0549,PROD003,4.0
TRANS002803,2024-01-20,CUST0001,PROD004,4.0
TRANS002804,2024-02-05,CUST0911,PROD037,2.0
TRANS002805,2024-01-11,CUST0549,PROD040,2.0
TRANS002806,2024-02-09,CUST0141,PROD048,2.0
TRANS002807,2024-01-11,CUST0744,PROD035,4.0
TRANS002808,2024-03-06,CUST0648,PROD031,4.0
TRANS002809,2024-01-27,CUST0901,PROD044,1.0
TRANS002810,2024-01-20,CUST0188,PROD025,4.0
TRANS002811,2024-03-09,CUST0128,PROD040,2.0
TRANS002812,2024-02-11,CUST0201,PROD013,4.0
TRANS002813,2024-02-20,CUST0127,PROD004,4.0
TRANS002814,2024-03-16,CUST0257,PROD046,1.0
TRANS002815,2024-03-22,CUST0676,PROD014,4.0
TRANS002816,2024-03-24,CUST0547,PROD013,3.0
TRANS002817,2024-03-28,CUST0194,PROD027,1.0
TRANS002818,2024-03-23,CUST0703,PROD006,4.0
TRANS002819,2024-01-09,CUST0104,PROD017,4.0
TRANS002820,2024-02-09,CUST0535,PROD036,1.0
TRANS002821,2024-03-30,CUST0265,PROD040,4.0
TRANS002822,2024-02-25,CUST0802,PROD049,2.0
TRANS002823,2024-01-31,CUST0942,PROD035,3.0
TRANS002824,2024-01-08,CUST0974,PROD017,3.0
TRANS002825,2024-02-01,CUST0384,PROD041,2.0
TRANS002826,2024-01-12,CUST0260,PROD002,
TRANS002827,2024-02-25,CUST0414,PROD013,4.0
TRANS002828,2024-01-15,CUST0991,PROD002,3.0
TRANS002829,2024-02-28,CUST0358,PROD028,4.0
TRANS002830,2024-03-19,CUST0075,PROD043,3.0
TRANS002831,2024-03-18,CUST0355,PROD026,3.0
TRANS002832,2024-01-08,CUST0584,PROD022,2.0
TRANS002833,2024-02-09,CUST0771,PROD047,3.0
TRANS002834,2024-03-26,CUST0910,PROD043,4.0
TRANS002835,2024-03-25,CUST0188,PROD003,4.0
TRANS002836,2024-01-23,CUST0973,PROD035,1.0
TRANS002837,2024-01-16,CUST0685,PROD012,4.0
TRANS002838,2024-01-02,CUST0992,PROD024,1.0
TRANS002839,2024-03-31,CUST0290,PROD005,3.0
TRANS002840,2024-01-18,CUST0045,PROD020,4.0
TRANS002841,2024-03-30,CUST0573,PROD039,2.0
TRANS002842,2024-01-02,CUST0083,PROD039,2.0
TRANS002843,2024-01-21,CUST0123,PROD013,2.0
TRANS002844,2024-03-04,CUST0358,PROD041,3.0
TRANS002845,2024-02-14,CUST0528,PROD045,3.0
TRANS002846,2024-03-07,CUST0066,PROD012,1.0
TRANS002847,2024-03-07,CUST0936,PROD013,2.0
TRANS002848,2024-02-03,CUST0657,PROD010,1.0
TRANS002849,2024-01-22,CUST0375,PROD033,1.0
TRANS002850,2024-02-17,CUST0162,PROD040,4.0
TRANS002851,2024-01-17,CUST0746,PROD016,4.0
TRANS002852,2024-02-04,CUST0380,PROD045,2.0
TRANS002853,2024-01-16,CUST0656,PROD035,3.0
TRANS002854,2024-01-04,CUST0358,PROD003,4.0
TRANS002855,2024-02-12,CUST0188,PROD005,3.0
TRANS002856,2024-02-24,CUST0322,PROD026,1.0
TRANS002857,2024-02-04,CUST0450,PROD011,1.0
TRANS002858,2024-03-08,CUST0474,PROD007,1.0
TRANS002859,2024-01-09,CUST0013,PROD010,1.0
TRANS002860,2024-02-03,CUST0184,PROD042,2.0
TRANS002861,2024-03-14,CUST0111,PROD034,1.0
TRANS002862,2024-03-21,CUST0927,PROD003,4.0
TRANS002863,2024-01-10,CUST0508,PROD008,1.0
TRANS002864,2024-03-04,CUST0290,PROD031,3.0
TRANS002865,2024-02-28,CUST0295,PROD011,4.0
TRANS002866,2024-03-06,CUST0451,PROD045,3.0
TRANS002867,2024-02-16,CUST0904,PROD007,3.0
TRANS002868,2024-01-08,CUST0215,PROD045,2.0
TRANS002869,2024-03-04,CUST0974,PROD002,2.0
TRANS002870,2024-03-13,CUST0632,PROD006,3.0
TRANS002871,2024-01-22,CUST0894,PROD041,3.0
TRANS002872,2024-02-17,CUST0567,PROD032,1.0
TRANS002873,2024-01-21,CUST0027,PROD020,4.0
TRANS002874,2024-02-02,CUST0630,PROD034,1.0
TRANS002875,2024-01-14,CUST0733,PROD050,2.0
TRANS002876,2024-03-14,CUST0231,PROD016,2.0
TRANS002877,2024-03-27,CUST0565,PROD025,1.0
TRANS002878,2024-01-15,CUST0807,PROD012,4.0
TRANS002879,2024-01-30,CUST0321,PROD007,3.0
TRANS002880,2024-03-06,CUST0913,PROD039,1.0
TRANS002881,2024-01-01,CUST0233,PROD017,2.0
TRANS002882,2024-01-06,CUST0670,PROD045,4.0
TRANS002883,2024-01-02,CUST0437,PROD011,2.0
TRANS002884,2024-02-01,CUST0781,PROD006,4.0
TRANS002885,2024-01-06,CUST0533,PROD023,4.0
TRANS002886,2024-03-01,CUST0403,PROD027,4.0
TRANS002887,2024-02-16,CUST0053,PROD046,1.0
TRANS002888,2024-02-19,CUST0787,PROD006,1.0
TRANS002889,2024-01-20,CUST0313,PROD038,1.0
TRANS002890,2024-01-23,CUST0281,PROD002,4.0
TRANS002891,2024-01-05,CUST0726,PROD022,4.0
TRANS002892,2024-03-11,CUST0031,PROD020,2.0
TRANS002893,2024-03-24,CUST0337,PROD025,3.0
TRANS002894,2024-02-23,CUST0183,PROD015,1.0
TRANS002895,2024-01-29,CUST0023,PROD049,4.0
TRANS002896,2024-02-11,CUST0544,PROD029,2.0
TRANS002897,2024-02-01,CUST0446,PROD008,2.0
TRANS002898,2024-02-23,CUST0074,PROD037,2.0
TRANS002899,2024-02-10,CUST0010,PROD049,1.0
TRANS002900,2024-02-04,CUST0484,PROD033,1.0
TRANS002901,2024-01-10,CUST0456,PROD022,3.0
TRANS002902,2024-03-14,CUST0566,PROD050,2.0
TRANS002903,2024-02-17,CUST0564,PROD047,1.0
TRANS002904,2024-01-16,CUST0660,PROD005,2.0
TRANS002905,2024-03-05,CUST0160,PROD039,4.0
TRANS002906,2024-03-27,CUST0882,PROD018,2.0
TRANS002907,2024-01-07,CUST0014,PROD038,3.0
TRANS002908,2024-01-23,CUST0178,PROD037,1.0
TRANS002909,2024-01-29,CUST0412,PROD030,4.0
TRANS002910,2024-03-07,CUST0878,PROD031,1.0
